Image,Cells,Conversion,Organoid,Cell,Length,sheath.type,Number,Bridge.length,Chain.length,Cell.type,CellID,OrgID,FREQ.SHEATH,Tot.length
Image12,Cs25,Conv_11,Org_1,Cell_1,62.944,Bridged sheaths,10,51.039,112.39,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,51.039,Bridge,,,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_1,112.39,Chain,,,,OLs with bridges,Cs25.Conv_11.Org_1.Cell_1,Cs25.Conv_11.Org_1,10,1136.733
Image12,Cs25,Conv_11,Org_1,Cell_2,170.383,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_2,Cs25.Conv_11.Org_1,5,600.415
Image12,Cs25,Conv_11,Org_1,Cell_2,157.022,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_2,Cs25.Conv_11.Org_1,5,600.415
Image12,Cs25,Conv_11,Org_1,Cell_2,117.896,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_2,Cs25.Conv_11.Org_1,5,600.415
Image12,Cs25,Conv_11,Org_1,Cell_2,79.291,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_2,Cs25.Conv_11.Org_1,5,600.415
Image12,Cs25,Conv_11,Org_1,Cell_2,75.823,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_2,Cs25.Conv_11.Org_1,5,600.415
Image12,Cs25,Conv_11,Org_1,Cell_3,51.144,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image12,Cs25,Conv_11,Org_1,Cell_3,68.887,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image12,Cs25,Conv_11,Org_1,Cell_3,148.477,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image12,Cs25,Conv_11,Org_1,Cell_3,112.821,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image12,Cs25,Conv_11,Org_1,Cell_3,141.64,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image12,Cs25,Conv_11,Org_1,Cell_3,62.824,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image12,Cs25,Conv_11,Org_1,Cell_3,148.317,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image12,Cs25,Conv_11,Org_1,Cell_3,160.023,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image12,Cs25,Conv_11,Org_1,Cell_3,55.433,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cs25.Conv_11.Org_1.Cell_3,Cs25.Conv_11.Org_1,9,949.566
Image25,Cso2,Conv_2,Org_1,Cell_1,62.556,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,65.933,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,142.699,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,68.544,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,26.202,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,4.455,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,100.548,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,17.952,Anchoring sheaths,8,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,97.38,Bridged sheaths,9,18.903,115.332,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,18.903,Bridge,,,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,115.332,Chain,,,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,175.159,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_1,101.613,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_2.Org_1.Cell_1,Cso2.Conv_2.Org_1,11,863.041
Image25,Cso2,Conv_2,Org_1,Cell_2,56.109,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,57.309,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,93.286,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,68.505,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,39.089,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,49.262,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,17.511,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,21.275,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,20.843,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,84.714,Non-Bridged sheaths sheaths,10,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,57.918,Non-Bridged sheaths sheaths,11,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,55.405,Non-Bridged sheaths sheaths,12,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,43.053,Non-Bridged sheaths sheaths,13,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,46.389,Non-Bridged sheaths sheaths,14,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_2,16.227,Non-Bridged sheaths sheaths,15,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_2,Cso2.Conv_2.Org_1,15,726.895
Image25,Cso2,Conv_2,Org_1,Cell_3,154.831,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_3,Cso2.Conv_2.Org_1,8,627.214
Image25,Cso2,Conv_2,Org_1,Cell_3,36.844,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_3,Cso2.Conv_2.Org_1,8,627.214
Image25,Cso2,Conv_2,Org_1,Cell_3,100.303,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_3,Cso2.Conv_2.Org_1,8,627.214
Image25,Cso2,Conv_2,Org_1,Cell_3,41.004,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_3,Cso2.Conv_2.Org_1,8,627.214
Image25,Cso2,Conv_2,Org_1,Cell_3,72.331,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_3,Cso2.Conv_2.Org_1,8,627.214
Image25,Cso2,Conv_2,Org_1,Cell_3,68.294,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_3,Cso2.Conv_2.Org_1,8,627.214
Image25,Cso2,Conv_2,Org_1,Cell_3,71.412,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_3,Cso2.Conv_2.Org_1,8,627.214
Image25,Cso2,Conv_2,Org_1,Cell_3,82.195,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_3,Cso2.Conv_2.Org_1,8,627.214
Image25,Cso2,Conv_2,Org_1,Cell_4,93.939,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_4,Cso2.Conv_2.Org_1,5,600.544
Image25,Cso2,Conv_2,Org_1,Cell_4,143.301,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_4,Cso2.Conv_2.Org_1,5,600.544
Image25,Cso2,Conv_2,Org_1,Cell_4,99.366,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_4,Cso2.Conv_2.Org_1,5,600.544
Image25,Cso2,Conv_2,Org_1,Cell_4,162.974,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_4,Cso2.Conv_2.Org_1,5,600.544
Image25,Cso2,Conv_2,Org_1,Cell_4,100.964,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_2.Org_1.Cell_4,Cso2.Conv_2.Org_1,5,600.544
